Cosine Applicant vs Job,Cosine Optimized vs Job,Cosine Applicant vs Optimized,Jaccard Applicant vs Job,Jaccard Optimized vs Job,Jaccard Applicant vs Optimized,SBERT Applicant vs Job,SBERT Optimized vs Job,SBERT Applicant vs Optimized,Count Applicant vs Job,Count Optimized vs Job,Count Applicant vs Optimized,LSA Applicant,LSA Optimized,LSA Job
0.4909269001709676,0.6198580042311539,0.8168586719501763,0.3769633507853403,0.05811138,0.076586433,0.5562333464622498,0.546987772,0.8324432373046875,20,30,181,[56.00302192 27.7060986 ],[ 99.16298245 -15.53077826],[ 6.55556338 -1.76139783]
0.5412546514271476,0.6655989186541442,0.8735222343306094,0.2853932584269663,0.058823529,0.108695652,0.7238408327102661,0.6817561984062195,0.686429501,16,30,93,[46.65145778 17.14938987],[ 70.45387793 -11.00259014],[ 7.76583243 -3.20234762]
0.4978638086556318,0.6496244049638901,0.8583282518118596,0.3090211132437619,0.071216617,0.093478261,0.5066244602203369,0.6549477577209473,0.6898550987243652,15,37,125,[ 53.50603152 -21.68617911],[85.20699831 12.84652913],[12.59556123  5.21828251]
0.1532710330161258,0.1743463018983429,0.7756834517224278,0.2091194968553459,0.048076923,0.058823529,0.3787544965744018,0.4632962346076965,0.7798001766204834,10,24,121,[112.92988458  51.17461233],[148.1219172  -39.01138428],[ 1.9282425 -0.3640783]
0.7403038311015168,0.8379483598512051,0.8336249361569854,0.2093023255813953,0.083591331,0.1595092024539877,0.587583065,0.6129193305969238,0.7269073724746704,36,57,97,[ 51.68844973 -22.35625974],[79.22040134 14.15603992],[20.67468687  1.65000049]
0.3762613054062932,0.582473243,0.7827598420381081,0.3238866396761133,0.051428571,0.1204819277108433,0.6192703247070312,0.6460747718811035,0.7192622423171997,7,21,72,[14.74170569  9.39285876],[41.40142232 -2.46339194],[ 6.96978472 -5.2338531 ]
0.615476683,0.7150857333269903,0.7579666004840999,0.2668539325842696,0.1272189349112426,0.1798941798941798,0.662161112,0.6787339448928833,0.6441740393638611,31,57,76,[24.23709801  4.72155609],[41.22832305  9.48358303],[ 28.35538651 -17.8247982 ]
0.5529708649005474,0.7334757404124211,0.6636300040519924,0.1946902654867256,0.06614786,0.1540697674418604,0.3104164004325866,0.7550379037857056,0.5522817373275757,12,52,59,[ 34.89461791 -26.94961493],[69.72897982 13.27293767],[19.86779054  0.74935927]
0.5529708649005474,0.7334757404124211,0.6636300040519924,0.1946902654867256,0.06614786,0.1540697674418604,0.3104164004325866,0.7550379037857056,0.5522817373275757,12,52,59,[ 34.89461791 -26.94961493],[69.72897982 13.27293767],[19.86779054  0.74935927]
0.3808627044378012,0.5166157045583969,0.7707262941740274,0.1967435549525101,0.04534005,0.1150592216582064,0.4303118586540222,0.6823873519897461,0.6436323523521423,16,48,144,[101.12152422 -52.97381327],[159.03932213  33.6013548 ],[4.03492321 3.18619502]
0.5429350984069609,0.7472498649954218,0.8395046172916258,0.2745995423340961,0.095930233,0.1851851851851851,0.5284583568572998,0.7356411218643188,0.6088666319847107,37,71,122,[ 33.08057436 -16.49093799],[70.0647138   5.00974082],[19.65249745  9.89816406]
0.7038488019397755,0.8454394437966526,0.8872353834024866,0.4605809128630705,0.1023255813953488,0.1774891774891775,0.6388391256332397,0.6968339681625366,0.6512583494186401,44,72,184,[ 47.26206669 -15.87856113],[72.75030413  1.99447061],[33.83034967 17.89385205]
0.6053580603390493,0.8486495973218641,0.7186186267127661,0.2270642201834862,0.073809524,0.246031746,0.3319422602653503,0.5664520263671875,0.5694970488548279,26,110,82,[22.11369676 -9.43241448],[ 76.90163417 -17.28483929],[66.57883358 23.09770025]
0.4376816613805923,0.6599500834045997,0.6626853848742447,0.1560283687943262,0.0625,0.1446808510638297,0.6240411400794983,0.781478226,0.7035118341445923,14,34,38,[20.45646603 15.62513713],[38.16161137 -7.08905007],[13.75408961 -3.57024816]
0.2933331948449635,0.4060797026487861,0.7397294640256877,0.2371601208459214,0.043209877,0.080291971,0.644875169,0.8327200412750244,0.6836564540863037,25,33,146,[ 96.28433398 -51.14026615],[138.81560397  35.42752279],[5.12209269 1.19355365]
0.7509232597295085,0.8026594359542761,0.9411546613328782,0.5585284280936454,0.1161048689138576,0.1719745222929936,0.6929989457130432,0.7742120027542114,0.7259178161621094,59,98,223,[134.02164775 -27.73388517],[157.88865298  21.91727887],[32.73144654  7.83501429]
0.7760074886472083,0.862304434,0.8328964397399571,0.2146892655367231,0.085828343,0.2109227871939736,0.6245260238647461,0.6410199999809265,0.5769370794296265,43,90,108,[ 50.63622288 -25.4101032 ],[105.27021289  12.95153627],[42.89242094 -1.78911168]
0.5699199248061728,0.7487234771201231,0.7749007295219289,0.170886076,0.061728395,0.1930379746835443,0.52554667,0.7613543272018433,0.664122999,18,48,81,[41.55676647 21.74936633],[ 65.64911915 -13.4323554 ],[10.24179289 -2.14913911]
0.5785591862739099,0.695179022,0.7226574913593117,0.2066805845511482,0.072192513,0.2115869017632241,0.5143816471099854,0.7128922939300537,0.4498699307441711,26,73,79,[29.84911994 20.81381113],[63.29309932 -9.93635151],[18.63697728  0.40932272]
0.5919006081766777,0.703767172,0.7396613304683318,0.2352941176470588,0.075601375,0.1188405797101449,0.7529769539833069,0.7333704233169556,0.698570192,29,47,77,[24.43440124 16.05077975],[48.7172554  -7.67933834],[14.06707301 -1.28490876]
0.6393133359249404,0.7383667591795893,0.7780992274428848,0.2196162046908315,0.064766839,0.1301020408163265,0.4780962765216827,0.6794736385345459,0.6342822313308716,29,48,103,[ 38.18305035 -21.51240166],[69.85760653 11.74384479],[18.08299875  0.05597674]
0.6401965402300528,0.7327462676079859,0.8018670032129959,0.1914660831509846,0.039358601,0.093690249,0.4474788606166839,0.5312332510948181,0.7490915060043335,21,50,168,[119.27705688  44.87656293],[135.94826308 -39.16894993],[13.63023271 -2.03911698]
0.6941874039985421,0.7837932323403797,0.792006465796477,0.1894150417827298,0.0878552971576227,0.202020202020202,0.4642663896083832,0.6280081272125244,0.6000815629959106,35,74,65,[30.99294445  0.57207001],[ 59.80619521 -10.52425268],[34.04756917 17.96561079]
0.6364821323672067,0.7289929682882226,0.7285708869154487,0.1948424068767908,0.0872641509433962,0.145631067961165,0.611817479133606,0.6076494455337524,0.7130913734436035,37,63,73,[ 35.56763547 -20.47077925],[50.87209588  5.56370286],[37.21586729 11.95887725]
0.6364821323672067,0.7289929682882226,0.7285708869154487,0.1948424068767908,0.0872641509433962,0.145631067961165,0.611817479133606,0.6076494455337524,0.7130913734436035,37,63,73,[ 35.56763547 -20.47077925],[50.87209588  5.56370286],[37.21586729 11.95887725]
0.6289955135124604,0.68351267171217,0.8237440009235373,0.2031662269129287,0.0721925133689839,0.1361111111111111,0.6087446808815002,0.6493735909461975,0.7306321859359741,29,50,91,[42.45980713 15.61462829],[ 47.93416295 -11.42320336],[19.94204942 -5.78839274]
0.6731575618379256,0.7610175068553915,0.7955906002653826,0.19306930693069307,0.08314087759815242,0.1744186046511628,0.5166497230529785,0.49242302775382996,0.6036950945854187,37,64,83,[35.23156593 -9.69461294],[55.98710647 -7.26828452],[37.37194122 20.02803681]
